,title,project,price,time
204,تصميم محتوى دعائي احترافي لغرض التسويق لمكتب هندسي,تصميم محتوى دعائي احترافي لغرض التسويق وعمل ملفا تعريفيا للمنشأة وسابقة الأعمال لغرض التعريف بالشركة والدخول للمناقصات الحكومية يفضل من لديه الخبرة السابقة في العمل وعرض نماذج من سابقة أعماله لمكاتب استشارات هندسية,$250.00 - $500.00,7 أيام
205,تسويق لمشروع وكيل عقاري لجلب مشتريين,لدي شركة عقارات، ولدي عقود مع مطورين عقارين لمشاريع فلل وشقق في جميع دول العالم، أريد جلب مشترين حقيقيين ما هو اقتراحاتكم ونرحب بالشركاء للعمل معي أو قدم مقترحك.,$500.00 - $1000.00,7 أيام
206,تجهيز صفحة محل ملابس على غوغل ماب,لدي محل ملابس بالرياض، احتاج إلى من يقوم توثيق تجهيز حساب خرائط قوقل، وإدارة حملة إعلانية بالكلمات الدلالية لتزيد من الترافيك على المحل,$100.00 - $250.00,5 أيام
207,محترف إعلانات تيك توك وسناب شات وانستجرام ويوتيوب لشركة تستهدف السوق السعودي,"مطلوب محترف إعلانات تيك توك وسناب شات وانستجرام لشركة تستهدف السوق السعودي
سوف يكون مسؤولا عن التسويق على منصات السوشيال ميديا الخاصة بنا والترويج لها
على المتقدم أراسل نموذج أو سابقة العمالة مباشرة وإذا لا يوجد سابقة أعمال لهذه المنصات بالتحديد رجاء لا ترسل طلب تقديم
منصات التواصل الاجتماعي
تيك توك و انستجرام وسنابشات وتويتر
المطلوب استلامه
30 منشور وفيديو وريلز شهريا",$100.00 - $250.00,30 يوما
208,تحسين Seo لموقع إلكترونى,"لدينا موقع إلكتروني خاص بالمصاعد والسلالم بالسعودية ونريد تحسين الموقع ليتصدر محركات البحث...
لا بد من أن يكون المتقدم لديه خبرة.
ضع سعرك المناسب شرط أن تكون متمكنا",$50.00 - $100.00,30 يوما
209,إستعادة حسابي على الإنستقرام,"اليوم قام احدهم باختراق حساب على الانستقرام
وقام بتغير الايميل ووضع ايميله الخاص
حاول البحث عن طرق للاستعادة ولم اجد",$25.00 - $50.00,3 أيام
210,أخصائي مبيعات تطبيقات الهواتف الذكية,"نبحث عن أخصائي مبيعات ماهر للانضمام إلى فريقنا وتولي دور القيادة في البحث عن عملاء محتملين لتطبيقنا المبتكر للهواتف الذكية. كأخصائي مبيعات لتطبيقات الهواتف الذكية، ستكون مسؤولًا عن تحديد والتواصل مع العملاء المحتملين، عرض ميزات التطبيق وفوائده، وإغلاق الصفقات التجارية.
اذكر ما يمكنك تقديمه مقابل قيمة عرضك",$250.00 - $500.00,12 يوما
211,عمل إعلان سناب شات,"السلام عليكم
مطلوب شخص يدير الاعلان على منصة سناب شات يكون عنده خبرة عالية
عندي متجر لبيع اشتراكات اي بي تي في حاولت أعلن له ولكن ماينقبل ينرفض الاعلان في كل مرة
إذا ماعندك خبرة في المنتج الرجاء عدم مراسلتي وتضييع وقتي.",$50.00 - $100.00,1 يوم
212,أريد مسوق إلكتروني ضروري لخدماتي,"اريد مسوق إلكتروني ضروري انا مصمم لوجوهات وأريد ان اجعل 100 شخص يشترون مني خلال اقل من شهر وليبدع هو في طرق التسويق علما ان اللوجو ب 20$
طريقة التسويق بوتات التليجرام",$50.00 - $100.00,13 يوما
213,مساعد في ادارة المتاجر والتواصل مع المسوقين,"السلام عليكم ورحمة الله وبركاته
اسعد الله ايامكم
انا مالك لمتاجر الكترونية واحتاج من يساعدني في ادارة المتاجر والتواصل مع المسوقين مشاهير او خبراء التسويق الالكتروني
مع العلم ان العمل كامل يحتاج لغة إنجليزية
احتاج من ينوب عني في كثير من امور المتاجر
ولكم الشكر
مدة العمل
26",$100.00 - $250.00,30 يوما
214,إنشاء خطة تسويقية لانتشار شركة مصاعد,أريد خطة تسويقية لادارة منصات تواصل اجتماعي لشركة مصاعد و سلالم,$50.00 - $100.00,30 يوما
215,مطلوب خبير في قوقل تاغ منجر tag manager,مطلوب خبير في قوقل تاغ منجر tag manager للعمل على ضبط بعض الإعدادات على حسابنا,$25.00 - $50.00,3 أيام
216,تسويق قناة بودكاست من خلال تطوير ادوات seo ووسائل تواصل اجتماعي,"أرغب في عمل التالي :
- تطوير أدوات تسويقية بإستخدام SEO لقناة بودكاست موجودة على منصات البودكاست واليوتيوب
- خلفية متحركة لليوتيوب تحاكي هوية القناة وموضوعها تستخدم مع كل حلقة .",$50.00 - $100.00,4 أيام
217,حملة تسويقية على سناب شات وتيك توك,"اريد حملة تسويقية مدتها شهر في سناب شات وتيك توك لمطعم شهير له مجموعة فروع بالمملكة العربية السعودية ولكن أحتاج أن تكون الحملة خاصة بأحد الفروع بالمدينة المنورة على أن تغطي الحملة التسويقية المدينة المنورة بالكامل.
المطلوب:
عمل مخطط للحملة ومناقشة تكاليفها بالكامل وتنفيذها",$25.00 - $50.00,30 يوما
218,خبير دروبشيبينغ لانشاء متجر و إدارته,"مرحبا احتاج خبير دروبشيبينغ
يشترط فيه اثبات خبراته
و ذلك من خلال متاجر تعمل حاليا و تحقق دخل
احتاج منه ان يقوم بالعمل على انشاء المتجر و ادارته و متابعته بالكامل ضمن و ذلك مقابل راتب شهري نتفق عليه
يجب عليه ان يقوم باختيار المنتج الرابح و اضافته الى المتجر مع الصور و الفيديوهات و النشر على مواقع التواصل و القيام بانشاء حملات تسويقية مدفوعة و ان يكون ملم باستهداف الجماهير",$100.00 - $250.00,20 يوما
219,تسويق إلكتروني على السوشيال ميديا,"السلام عليكم
أريد مستقلا يكون فاهما في
تصاميم سوشيال ميديا
كتابة محتوى جميل ورائع لصفحة
منشورات تفاعلية
إدارة صفحة فيس بوك استغرام باحترافية
لفترة شهر وممكن التعاقد معه لفترة سنة بإذن الله
ولكن قبل سوف يكون أسبوع تجريبي تشوف خبراته ومدى تجاوبه
منصات التواصل الاجتماعي
فيس بوك اسنتقرام",$50.00 - $100.00,7 أيام
220,أحتاج مسوقين يعملون معي,"احتاج مسوق ناجح و يستطيع تسويق بشكل احترافي لمنتوجات في السعودية و الامارات و قطر ، نحن نملك مستودعات في كل هذه البلدان و نقوم بشحن المنتجات الرابحة الى مستودعاتنا لا نركز على تخصص واحد من منتجات و يشتغلون معنا أزيد من 50 مسوق عبر العالم العربي و نريد إضافة مسوقين أخرون بسبب تلقينا شحنات جديدة من منتجات الرابحة في الوقت الحالي و نعمل بنضام دفع عند استلام و ندفع للمسوقين المحترفين الذين يعملون معنا 1500 دولار في شهر و للمتمرسين الذين يجلبون أقل من 50 مبيعة في شهر 700 دولار .
و أرجو من مستقل ان تكون له خبرة سابقة في تسويق لمتاجر إلكترونية
ملاحضة : نحن لا نملك متجر نحن نملك صفحات هبوط و نعطي لكل مسوق صفحة هبوط مغايرة عن رابطة صفحة هبوط للمسوق أخر كي نقوم بحساب عدد مبيعات بشكل جيد
أرجو قراءة المطلوب و ارجو عدم تقديم الذين ليسو بخبرة مطلوبة و شكرا",$250.00 - $500.00,20 يوما
221,خطة تسويقية لمشروع سبا وخدمات منزلية,"شركة تقدم خدمات السبا المنزلية حيث يقوم العميل بطلب خدماتنا عن طريق قنواتنا المتاحة
ونحن من نصل اليه
قنوات التسويق
انستقرام - تيك توك - سناب شات
المطلوب استلامه
احتاج انشاء خطة تسويقية و تحديد افضل القنوات التسويقية
استراتيجية تسويقية
كتابة محتوى للخطة التسويقية
تصاميم سوشل ميديا للخطة التسويقية",$500.00 - $1000.00,7 أيام
222,خدمة عملاء وتنسيق واتس اب,"احتاج سيدة ترد على الواتساب لمشروع مساج (هوم سيرفس) مع التنسيق مع العاملات وجدولة المواعيد مع سائقين من خلال قوقل كليندر واكسل شييت
ساعات العمل 12 ساعة يوميا",$50.00 - $100.00,30 يوما
223,مطلوب كاتب متخصص في تطوير الأعمال ودراسات الجدوى,"أبحث عن مطور أعمال محترف، لكتابة 5 مقالات متخصصة عن تطوير الأعمال وخطط العمل ودراسات الجدوى، وكيفية إعداد وتنفيذ خطط التطوير من الألف إلى الياء بالأمثلة العملية.
المقالات تتراوح بين (1500: 1800 كلمة) وتستهدف أصحاب المشاريع الذين يحتاجون إلى تطوير أعمالهم، وتهدف إلى تلبية احتياجاتهم ومدهم بالمعلومات التي يحتاجون إليها لإعداد خطط ودراسات مصقلة لتطوير أعمالهم وتنفيذها، لذلك لا بد أن تكون المقالات مكتوبة على يد خبير مخضرم يمتلك الخبرة والتجربة التي يقدمها للقراء.
يجب أن يمتلك المرشح المناسب خبرات عملية سابقة في تطوير الأعمال ودراسات الجدوى. فضلا عن مهارات كتابية مميزة ليتمكن من صياغة خبراته العملية وتقديمها للقارئ باسلوب واضح وبسيط وممتع في الوقت نفسه.",$100.00 - $250.00,30 يوما
224,زيادة متابعين فيسبوك وانستغرام,مرحبا نحتاج مسوق لزيادة متابعين فيسبوك وانستغرام بطريقة احترافية ومتابعين عرب حقيقيين المرجو ذكر عدد المتابعين مع الاسعار,$25.00 - $50.00,7 أيام
225,SEO لموقعين ووردبرس,"مرحبا
لدي موقعين ووردبرس واريد لهم SEO MANAGER قوي للعمل عليهم والاثنين يقدموا حلول
اريد صور لنتائج عملتها ويمكن الدخول لها للتحقق
اريد شرح تفصيلي للخبرات والامكانيات خصوصا اذا لديك خبرة عالية في كتابة المقالات
لا بد من وجود خبرة جيدة في AHERF * SEMRUSH* GOOGLE CONSOLE* RANK MATH *
العمل مستمر على مدار شهر ويتجدد فاعمل عرضك الشهري للموقعين ( لا تهتم بالميزانية المقترحة بل اعمل عرضك )
اللغة الانجليزية جيدة
التعامل سيكون سنوي لو تم اختيار والدفع شهري بناء على العرض اللي بتقدمه
ستعمل مع فريق تسويق الكتروني فاهم فاذا لم تكن قوي لا تقدم",$25.00 - $50.00,30 يوما
226,مطلوب مدير متجر شوبيفاي,"مطلوب مستقل لديه خبرة حقيقية بمتاجر شوبيفاي للعمل كمدير متجر
سيكون مسؤولا عن
1- اختيار المنتجات الاكثر مبيعا
2- رفع المنتجات علي المتجر بشكل دوري
3- متابعة و رفع طلبات العملاء
4- التغيير في شكل المتجر عند الحاجة الى ذلك
ملحوظة - ارجو في من يتقدم ان يكون لديه خبرة حقيقية في متاجر شوبيفاي و ايضا في الدروب شيبنج
العمل بشكل شهري",$100.00 - $250.00,10 أيام
227,إعلان لصفحة هبوط,"مرحبا،
احتاج شخص ملم بإعلانات قوقل بشكل قوي ومتمكن للإعلان لصفحة هبوط
لدي حاليا حملة كانت تعمل منذ أكثر من سنة ولكن واجهتني مشاكل من جوجل برفض الإعلانات بشكل مفاجئ
لذلك احتاج شخص يقوم بعمل حملة جديدة من حساب إعلاني جديد لنفس صفحة الهبوط مع محاولة تفادي رفض الإعلان، مثلا لو تم رفض الإعلان نحاول التعديل على صفحة الهبوط لكي نتجاوز الرفض أو بأي طريقة يراها المستقل مناسبة، ملاحظة للتأكد من قراءتك للمشروع أبدا عرضك ب كلمة أهلين وسهلين
في حال نجاح المشروع وتجاوز رفض الإعلان سيتم دفع مبلغ إضافي يشكل 25 % من قيمة العمل الأساسي ك هدية للمستقل.
في حال عدم نجاح المشروع ورفض الإعلان من قبل قوقل سوف أدفع فقط 25 % من قيمة العرض المقدم ك أتعاب للعمل فقط
مدة العمل سيكون لمدة شهر للتأكد من عمل الحملة بشكل جيد",$250.00 - $500.00,30 يوما
228,محتوى اعلاني لدورة دروبشبينق,"مساء الخير محتاجة مصمم للإعلانات يصمم لي محتوي إعلاني قويا مدته أقصى مدة نصف دقيقة
يتكلم عن دوره والعائد عليه منها طبعا رابط دورة بيتم إرساله بعد الاتفاق",$50.00 - $100.00,2 يومين
229,مسوقين لوكالة دعاية وإعلان,"أهلا،
أحتاج مسوقين لوكالة الدعاية والإعلان،
-تسويق الخدمات
- بناء شبكة علاقات
- القدرة على جلب عملاء وأعمال تجارية في السعودية،
من لديه القدرة والخبرة يتواصل معي
شكرا جزيلا",$50.00 - $100.00,1 يوم
230,عمل حملة اعلانية على منصة تيك توك,"اريد عمل حملة اعلانية على منصة تيك توك
قنوات الإعلان
تيك توك
المطلوب استلامه
تنفيذ إعلان ممول",$50.00 - $100.00,6 أيام
231,مطلوب Media Buyer,"مطلوب Media Buyer لتنفيذ حملة إعلانية
قنوات الإعلان
السوشيال ميديا
المعلومات المتوفرة
موقع للخدمات التقنية
المطلوب استلامه
تنفيذ اعلان ممول، تحديد مقاييس الأداء، إدارة الحملة الإعلانية",$50.00 - $100.00,30 يوما
232,مطلوب مسويق ( بريد إلكتروني - محتوى - حملات ترويجية ),"هلا مساء الخير
احتاج موظف تسويق وعنده المهارات عندي خدمة لتجار سلة وزد
واحتاج شخص يفهم خدماتي أولا... ويكون موظف معي بار تايم يقوم بالمهام
NotiMoney موقعي لإظهار إشعارات لزوار المتجر
المهام الرئيسية:
- إنشاء حملات بريدية لمشتركين الخدمة والي منقطعين أيضا
-إنشاء حملات واتس آب (سنعلمه على الأداة)-
كتابة محتوى بالحسابات السوشال ميديا (5-10 بوست) بالشهر (تويتر- تيك توك)
- تشغيل الحملات الترويجية (تيك توك + تويتر)
- التواصل مع المعلنين والتنسيق معهم
احتاج موظف بار تايم يحدد المبلغ إلى يشوفه مناسب له
أبيه معي شغل دائم، أهم شيء عنده خبرة في منصات البريد الإلكتروني ويشرح الأدوات إلى عندنا في الموقع",$100.00 - $250.00,30 يوما
233,خبير تسويقي يجيد السيو,"السلام عليكم ورحمة الله و بركاته
لدينا موقع خدمي مميز وقديم وعليه مدونة مميزة جدا من حيث المحتوى
المطلوب تطوير أداء الموقع و مسك كلمات مفتاحية رئيسية و فرعية لكافة خدمات الموقع
الموقع برمجة خاصة asp.net و ليس ورد بريس
محتاج من لديه الخبرة و القدرة الفعلية وكذلك الخبرة في السوشيال سيو
يوجد فريق من كتاب المحتوى و المصممين جاهزين لدعم المستقل لتحقيق هدفه
شاكر ومقدر
نوع تحسين محركات البحث
تحسين محتوى الموقع لمسك الكلمات المفتاحية المطلوبة
بناء روابط آمنة كباك لينكس لدعم ذلك
تحسين الأداء الرقمي بشكل عامل
تطوير أداء السزشيال سيو لكافة المنصات
ما يمكن اضافته من تطوير زيادة عن ما هو موجود حاليا من وجهة نظر المستقل ومن واقع خبرته
المعلومات المتوفرة
كل ما يلزم من معلومات سيتم توفيره
المطلوب استلامه
تم توضيحه في المشروع",$100.00 - $250.00,30 يوما
234,إدارة متجر إلكتروني على نون وأمازون الإمارات والسعودية,"مطلوب شخص خبرة في إدارة المتاجر على أمازون ونون يستطيع التالي:
- إضافة المنتجات على هذه المنصات
- التسعير ومعرفة الرسوم وتقديم التقارير لذلك
- توريد المخزون إلى هذه المنصات
- الدخول في العروض الفصلية والشهرية
- تهيئة المنتج لمحركات البحث
- عمل الإعلانات وتهيئتها لأفضل النتائج
-الرد على العملاء داخل المنصة وتعويضهم في حالة وجود خطأ",$250.00 - $500.00,30 يوما
235,مطلوب خبير حملات إعلانية,"السلام عليكم
مطلوب شخص محترف جدا في عمل حملات إعلانية يكون معه الحسابات
سناب
فيس
انستغرام
جوجل",$25.00 - $50.00,1 يوم
236,متخصص إعلانات ممولة على سناب شات والتيك توك,"احتاج شخص خبير في إعلانات السناب شات والتيك توك
لي إنشاء حملات إعلانية لمدة شهر
لا يقدم إلى من لديه أعمال سابقة",$50.00 - $100.00,30 يوما
237,مطلوب حل مشكلة إعلان سناب شات,"السلام عليكم ورحمة الله
اخواني من لدي الخبرة الكافية في امور سناب شات لدي مشكلة عند رفع اعلان
اواجة رفض رفعت اعلان لملفي الشخصي واجهت رفضت , غيرت رفعت لموقي نفس المشكلة
استخدمت صور مختلفة , استخدمت حسابات سناب مختلفة استخدمت ايبي مختلف وجهاز مختلف ونفس المشكلة
من المعروف السناب يرفض يعطي سبب لاكن انا اواجة رفض بدون سبب يقول فقط حسابك او اعلان يخالف سياسات
سأرفق صورة موضحة للرسالة
اريد حل جذري لهذا المشلكة بارك الله بيكم لا يأتي شخص يقول ان المشكلة من محتواك او صورة لأني رفعت مختلف صور ورفعت لملف شخصي وصورة عادية جدا ونفس المشلكة
من يستطيع حل هذا المشلكة اريد رفع اعلان بدون ماواجة هذا المشكلة , تفضل اخي وسنباشر
png Screenshot-2024…1-16-184346.png (15.26KB)",$25.00 - $50.00,3 أيام
238,تفعيل كرزون إشعارات واتساب,مطلوب تفعيل الرد الآلي للعملاء عبر الواتس ، يفضل من لدية تجربه بنفس الخدمة,$25.00 - $50.00,5 أيام
239,مصمم وصانع محتوى للعمل بشكل شهري,مطلوب مصمم وصانع محتوى للعمل بشكل شهري لمحل يخص الهدايا وقص الليزر والتطريز,$100.00 - $250.00,30 يوما
240,تسويق لدورات في المحاسبة والتحليل المالي,"لدى صفحة انستقرام تختص بالمحاسبة وتقدم دورات وملفات رقمية محاسبية ومالية لكني لا أستطيع إنشاء حملات إعلانية لها بسبب تقييد الإعلانات في صفحة الفيس بوك
احتاج إلى مختص يساعدني بالتسويق للمنتجات (دورات- ملفات رقمية) سواء بالتسويق من حساباته أو بالعمل على حل مشكلة الصفحة الخاصة بي
شكرا
قنوات الإعلان
فيس بوك, انستقرام, تويتر",$25.00 - $50.00,2 يومين
241,حل مشكله في قوقل ميرشنت,"السلام عليكم
لدي مشكلة في Google merchant center
وهي انني ابيع يوتيوب بريميوم واشتراك شاهد وغيره
ولكن يتم رفض المنتجات بسبب انها فوترة متكررة حسب افادة قوقل ولكنني ابيع اشتراك وليس فوترة متكررة والدفع لمرة واحدة
( علماً بانه يوجد الكثير من المتاجر التي تقوم ببيعها عبر Google merchant center ولم يواجهو هذه المشكلة )
وقد قمت بمحاولة تعديل طرح المنتجات ونصوصها وصورها ولكن دون فائدة
ارجو مساعدتي في حل المشكلة ويجب ضمان حلها ليتم الدفع وعدم الغاء المشروع
مع جزيل الشكر والتقدير",$25.00 - $50.00,2 يومين
242,حل مشكلة إعلان قوقل,إعلان قوقل تسوق جاهز وميرشنت تم عمله واشتغل تقريبا أسبوع وتم إيفاقه لان المتحر بيع اشتركات بسب الفوترة المتكررة ياليت ترد علي إذا في مجال يتصلح ولا الموضوع يأخذ وقت,$25.00 - $50.00,1 يوم
243,إدارة حسابات تيك توك وإنستقرام وتويتر,ادارة سوشال ميديا - تيك توك -إنستقرام - تويتر,$50.00 - $100.00,5 أيام
244,تحليل متجر إلكتروني وعمل خطة تسويق,"السلام عليكم
مطلوب تحليل سوق مخصص لمنتجات تباع من خلال متجر وعمل خطه مع تكاليف معدل التحول للمنتج وافضل طرق استفادة من الإعلانات ومعرفه المنافسين ودراسة تحليلية للمنتج بشكل خاص",$250.00 - $500.00,2 يومين
245,ادارة حسابات التواصل الإجتماعي,"أحتاج مصصم ممتاز يعمل تصميم إعلان برقر ونودلز وإدارة مواقع التواصل الاجتماعي بشكل جيد
قنوات التسويق
سناب تك توك انستجرام
المطلوب استلامه
إدارة وتصميم مواقع التواصل الاجتماعي",$25.00 - $50.00,7 أيام
246,المساعدة بحل مشكلة حساب أدموب أدسنس لشركة بريطانية,"سلام عليكم
عندي شركة في بريطانيا وبحاول اعمل حساب أدموب عليها، بستخدم Rdp بريطاني لكن فكل مرة بيترفض، فهل حد عنده خبرة ويقدر يعمل الحساب؟
ملحوظة الحساب نفسه يتم رفضه وليس تطبيق أو موقع
شكراً",$25.00 - $50.00,5 أيام
247,تسويق لشركة عقارية,"نحن شركة سعوديه في القاهرة
نعمل بالوساطة وإلإستثمار عقاري
مطلوب مسوق من اصحاب الخبرة بالتسويق العقاري
لنشر الاعلانات العقارية عن طريق السوشل ميديا والقروبات على الفيس بوك.
jpg fb-cover-3.jpg (337.71KB)",$100.00 - $250.00,30 يوما
248,تسويق متجر الكتروني,"عندي متجر إلكتروني وأحتاج خطة تسويقية كاملة بسعر ممتاز
من إدارة حملة إعلانية وأيضا عن طريق seo وأيضا عن طريق تحسين محركات البحث واستهداف العملاء .",$100.00 - $250.00,7 أيام
249,إدارة حسابات مواقع التواصل,"انشاء وإدارة مواقع تواصل اجتماعي لمشروع مكتبة وقرطاسية وأيضا انشاء موقع للطلبات اونلاين
منصات التواصل الاجتماعي
فيس بوك انستقؤام تويتر تيك توك",$50.00 - $100.00,30 يوما
250,مدير إعلانات متخصص إعداد وتنفيذ خطط الإعلانات عبر منصات التواصل الاجتماعي,"نبحث عن مدير إعلانات ذو خبرة للانضمام إلى فريقنا وتولي مسؤولية إعداد وتنفيذ خطط الإعلانات عبر منصات التيك توك، الإنستغرام، جوجل، ولينكد إن. يجب أن يكون المرشح قادرًا على تحليل السوق وفهم الجمهور المستهدف لتحقيق أقصى استفادة من الحملات الإعلانية.
المهام والمسؤوليات:
وضع خطط استراتيجية لحملات الإعلان عبر منصات التواصل الاجتماعي ومحركات البحث.
إعداد الموازنات وتحديد استراتيجيات التسويق المناسبة لتحقيق أهداف الإعلان.
تحليل بيانات الحملات واستخدام النتائج لتحسين الأداء وتحقيق أفضل عائد على الاستثمار.
إدارة وتحسين الحملات المدفوعة على التيك توك، الإنستغرام، جوجل، ولينكد إن.
تطوير محتوى إعلاني جذاب وفعال للجماهير المستهدفة.
مراقبة التطورات في مجال التسويق الرقمي وتطبيق أحدث الابتكارات في استراتيجيات الإعلان.
التعامل مع فريق الإعلانات وتقديم التوجيه والتدريب اللازم.
المهارات والمؤهلات:
خبرة سابقة كمدير إعلانات أو دور مشابه في مجال التسويق الرقمي.
فهم عميق لمنصات التواصل الاجتماعي ومحركات البحث.
مهارات تحليل بيانات قوية وقدرة على اتخاذ قرارات استراتيجية استنادًا إلى البيانات.
مهارات تنظيمية وقدرة على إدارة الوقت بفعالية.
إبداع وقدرة على إنتاج محتوى إعلاني فعال.
مهارات التواصل الجيدة والقدرة على العمل ضمن فريق.
معرفة بأحدث التطورات في مجال التسويق الرقمي.
قنوات الإعلان
جوجل، لينكدأن، أنستقرام،تيك توك
المطلوب استلامه
اعداد وتنفيذ خطة حملة اعلانية اعلانية لمدة شهر تشمل المنصات الأتية : جوجل، لينكدأن، أنستقرام،تيك توك
إعداد الموازنات وتحديد استراتيجيات التسويق المناسبة لتحقيق أهداف الإعلان.
تحليل بيانات الحملات واستخدام النتائج لتحسين الأداء وتحقيق أفضل عائد على الاستثمار.
إدارة وتحسين الحملات المدفوعة على التيك توك، الإنستغرام، جوجل، ولينكد إن.
مراقبة التطورات في مجال التسويق الرقمي وتطبيق أحدث الابتكارات في استراتيجيات الإعلان.
تقديم تقرير اسبوعي",$100.00 - $250.00,30 يوما
251,مطلوب مدير صفحات تواصل اجتماعي,"مطلوب مدير صفحات تواصل اجتماعي لموقع الكتروني
نقاط إضافية لمن لديه أعمال في canva
نقاط إضافية لمن لديه خبرة بسيطة في انشاء الحملات الاعلانية على facebook
عايز اشوف اعمالك او أي حاجة تثبت بعض القدرات ولو بسيطة لا تستهين بشيء + هتتعلم مننا حاجات كتير
ضع سعرك وماذا ستقدم امامه؟
في حالة الاتفاق مع المستقل قد يتم تجديد المشروع مرات عديدة",$50.00 - $100.00,30 يوما
252,إدارة حسابات التواصل الاجتماعي,"إدارة حسابات التواصل الاجتماعي
وتصميم بوستات",$50.00 - $100.00,5 أيام
253,مطلوب منفذ حملات إعلانية على قوقل google ads,"السلام عليكم أنا لدي متجر الكتروني أبيع منتجات رقمية وحاب أسوي حملة إعلانية على قوقل ادز google ads
وأحتاج شخص ذو خبرة بهاذا المجال , التسويق لاكثر منتج اذا كنت مهتم تواصل معي.
رابط متجري: top-gst.com",$25.00 - $50.00,1 يوم
254,مطلوب مصصم فوتوشوب وخبرة في ادراة الصفحات,مطلوب مصمم فوتوشوب للعمل بنظام شهري من خلال تجديد المشروع يجب أن يكون انسان محترف ويفهم في التصاييم ولديه روحً الابداع للعمل في موقع الكتروني وعمل التصاميم وإدارة موقع التواصل الاجتماعي للعمل بنظام شهري من خلال تجديد المشروع ويتم الاتفاق على كامل التفاصيل برجاء من الاشخاص الي يرسل تصاييمً مسروقه ومكرره لن يتم النظر اليها لايهم جنسية المصمم المهم ان يكون مصمم وملتزم في العمل والاعمال المطلوبه من الافضل ان يكون لديه خبرةً في المواقع الالكترويه,$250.00 - $500.00,30 يوما
255,تغيير القالب لمدونة بلوجر مع ظبط الاعدادات,"اريد شخص أن يقوم بتغيير قالب بلوجر لمدونتي الشخصية واضافة قالب احترافي انجليزي خاص بمجال الصحة
مع نقل المقالات اليه 7 مقالات
ظبط جميع الاعدادات للقبول في ادسنس",$25.00 - $50.00,3 أيام
256,مطلوب مستقل للمساعدة بصناعة المحتوى,"السلام عليكم ورحمة الله وبركاته أريد أن أبدء بصناعة المحتوى عن تصوير المطاعم والأكل.
أبحث عن مستقل يساعدني بإنشاء صفحات على موقع التواصل وكيف إدارة الصفحات وكيفية سحب الأرباح ومعلومات عن الأرباح وكافة التفاصيل.
اذكر ما يمكنك تقديمه مقابل قيمة عرضك",$25.00 - $50.00,5 أيام
257,مطلوب مستقل لتسويق مبيعات,"مطلوب مسوق مبيعات عن بعد
يوجد لدي برنامج و أحتاج له مسوقين
المهام:
1- الاتصال بالعميل و تسويق البرنامج
2- شرح البرنامج للعميل
3- المتابعه ما بعد البيع",$100.00 - $250.00,30 يوما
258,دعم تفاعلي على منشورات الانستقرام,"محتاج عمل دعم تفاعلي على منشورات الانستقرام من حسابات حقيقية عربية
اذكر ما يمكنك تقديمه مقابل قيمة عرضك",$25.00 - $50.00,7 أيام
259,مستقل يملك خبرات متعددة في مجال التسويق الإلكتروني,"السلام عليكم
احتاج مستقل( جوكر ) يملك خبرات متعددة في مجال التسويق الإلكتروني
من تتوفر فيه كافه المهارات المطلوبة و يملك احترافية عاليه فيها يتواصل معنا.
1- تحسين محركات البحث
2- إدارة برامج التواصل الإجتماعي
3- تصميم البوستات
4- تصميم صفحات المتجر الإلكتروني
5- إدارة الحملات الإعلانية عبر برامج التواصل الإجتماعي
6- كتابة المحتوى",$500.00 - $1000.00,10 أيام
260,مسوق إلكتروني لمحل حلويات,"مطلوب مسوق إلكتروني متميز متخصص وخبير في الاعلانات المدفوعة جوجل - سناب - تيك توك
تصميم الإعلانات الممولة وإنشاء الحملات الخاصة وننشرها لتحقيق أعلى عائد مبيعات
تحديد وتحقيق الاهداف التسويقية وزيادة نمو الاعمال وتنفيذ ومراقبة وتحسين حملات التسويق
الاطلاع ع الاصناف وتحديد العروض قبل وبعد والاكثر مبيعا ومراقبة المناسبات الخاصة بإطلاق الحملات الدعائية",$100.00 - $250.00,2 يومين
261,إعلانات ممولة لتويتر وسناب شات وتلجرام مع استهداف جمهور,"اريد الترويج لمجموعتي على منصة تلجرام من خلال تويتر وسناب شات مع استهداف جمهور محدد للاهتمام بما اقدمه في المجموعة الخاصة بي عن طريق انشاء اعلانات قوية تستهدف الجمهور
قنوات الإعلان
تويتر وسناب شات وفيس بوك
المعلومات المتوفرة
رابط القناه و صور نجاح ما اقدمه وكل المعلومات اللازمه
المطلوب استلامه
تنفيذ الاعلان واداره الحمله الاعلانيه واستهداف جمهور",$50.00 - $100.00,7 أيام
